,authorMeta/fans,authorMeta/following,authorMeta/verified,authorMeta/video,commentCount,createTimeISO,diggCount,playCount,shareCount,text,videoMeta/duration,sentiment,we_count,them_count
629,11600000,187,True,862,273200,2021-03-01T10:44:58.000Z,12300000,98400000,464500,Part II patay kang bata kadc:@marcdanielbernardo #whamos #fyp #trending @rjdeclaro @jrbaring_ @markbenzonpelota @brion_lim,35,"{'label': 'neutral', 'score': 0.9235278964042664}",0,0
630,171300,25,False,14,134700,2021-11-18T16:06:29.000Z,12000000,118400000,113000,two crimes are caught with cctv at the same time #crime #cctv #viral #trending #scary,13,"{'label': 'negative', 'score': 0.687974214553833}",0,0
631,4400000,74,True,403,187200,2021-01-26T16:06:56.000Z,11600000,73300000,768600,#fyp #tourettes #foryou #tourettesawareness #lockdown #viral #funny #trending,59,"{'label': 'neutral', 'score': 0.5499743223190308}",2,0
632,5400000,390,False,668,73900,2022-07-12T16:22:59.000Z,11400000,56100000,243700,Linus slays   #fyp #BigInkEnergy #petsoftiktok #petlife #viral #trending,5,"{'label': 'positive', 'score': 0.8438888788223267}",1,0
633,4900000,2277,True,334,66900,2022-05-09T22:28:09.000Z,11100000,62000000,80200,Man I know y’all proud of me with this ⚡️#fyp#foryoupage#fypage#2022#blessed#trending#zenitsu#demonslayer#wtf#awesome#cool#viral#wtf#happy#yes#blowup#fypageシ#pov#duet#yes#thankyou#loveyou#cosplay#workout#motivation,14,"{'label': 'positive', 'score': 0.9876636862754822}",1,0
634,26900000,154,True,401,69200,2021-02-05T22:52:31.000Z,11000000,58600000,91300,She almost cried  #painting #artistsoftiktok #trending #fyp,58,"{'label': 'neutral', 'score': 0.6251803636550903}",0,0
635,2200000,30,False,178,47900,2021-10-01T19:29:28.000Z,10900000,173300000,18800,#trending #foryou #foryoupage #fyp #storytime #coming2america #treding #team07 #viralvideo #moment #lovestory #view,120,"{'label': 'positive', 'score': 0.6866261959075928}",0,0
636,2600000,661,False,640,15800,2020-12-15T02:10:30.000Z,10600000,111800000,20900,football v. tennis... @seba.miller31 #foryou #fyp #foryoupage #trending #viral #tennis #football #tictactoe #challenge #xyzbca #funny #sports,23,"{'label': 'neutral', 'score': 0.7090869545936584}",0,0
637,8000000,69,True,147,103000,2021-01-24T02:37:53.000Z,10600000,65200000,190400,Our WHOLE Zoom class pranked our teacher Pt.3  (follow for more Zoom pranks!!) #foryou #fyp #foryoupage #tiktok #comedy #trending #trend #funny,18,"{'label': 'positive', 'score': 0.7461732029914856}",1,0
638,2700000,228,False,1900,74900,2022-02-02T02:37:35.000Z,10200000,63200000,279600,“DON’T YOU?!” #fyp #funny #babyanddad #cutetoddler #viral #trending #bunnies #foryou #girldad #comedy #trend #4u,144,"{'label': 'positive', 'score': 0.6690939664840698}",0,0
639,5400000,390,False,668,54500,2022-05-14T16:16:59.000Z,10200000,61700000,197000,#stitch with @goatdaddys so insanely spoiled #fyp #foryoupage #LENOVOJUSTBEYOU #petlife #petsoftiktok #trending,11,"{'label': 'positive', 'score': 0.8608632683753967}",0,0
640,112600,253,False,3,15800,2021-03-14T19:16:55.000Z,6500000,39600000,46600,Watch to the end  #biker #muscles #prankster #prank #watershots #beard #fyp #foryoupage #fpyシ #viral,14,"{'label': 'neutral', 'score': 0.7192146182060242}",1,0
641,198500,8629,False,626,8819,2022-04-01T14:56:09.000Z,6300000,51400000,5930,Happy April Fools Day! #aprilfools #day #pranks #prankster #funday #justforfun #justkidding #funnyvideo #comedy #nativefamilies #nativehumor #smile #laugh #fyp #fypシ #fypdongggggggg #GameTok #AFairShotWithBlock #specialtalent #busted have a great day!,47,"{'label': 'positive', 'score': 0.9681159853935242}",3,0
642,297800,188,False,463,50800,2021-05-05T21:22:46.000Z,5100000,25000000,40300,Part 2? #funny #humor #prankwars #plasticbabies #funnyy #pranks #prankster #senior #foryou #foryoupage,22,"{'label': 'neutral', 'score': 0.5056549906730652}",0,0
643,100100,12,False,17,40100,2021-03-12T17:28:34.000Z,3700000,19800000,146700,wait. did she start crying in the end?  #prankwars #prank #prankster #icecreamprank #prankfail #foryou,37,"{'label': 'negative', 'score': 0.7125900983810425}",0,0
644,3900000,294,True,642,13600,2022-03-26T19:37:59.000Z,3600000,27100000,40400,Running Away without paying prankcomment your favorite #goviral #viral #prank #pranks #prankster #discover #trend #trending #fyp #tiktoknigeria #tiktoknaija #tiktokindia #foryou #foru #fypage #dontletthisflop #fypシ゚viral #fypシ #funny #lmao,60,"{'label': 'neutral', 'score': 0.6860204935073853}",1,0
645,1400000,435,True,1036,18400,2022-05-01T17:16:37.000Z,3000000,19100000,77300,Reply to @nicole_pecora I HID MY SNAP IN THE VID!!! IF U CAN FIND IT SNAP ME!!! #kellysalpeter #funny #comedy #pranks #prankswithkelly #relatable #viral #famous #prankster #amazonprank #phoneprank #parentprank,67,"{'label': 'positive', 'score': 0.7260922789573669}",1,0
646,6000000,207,False,393,20500,2020-09-16T03:56:35.000Z,2800000,10900000,83600,“Ewwww dooooode” I’m dead #prank #boyfriend #boyfriendcheck #comedy #funny #prankster #prankwars #fyp #foryou #foryoupage #QuickRecipes #funnyvideos,59,"{'label': 'negative', 'score': 0.7267937660217285}",0,0
647,4400000,1196,False,470,32300,2020-11-13T03:43:09.000Z,2600000,16500000,12700,"Dropping $1,000 In Public She gets arr3st3d FULL VIDEO ON YOUTUBE #droppingmoney #walmartprank #walmart #prankster #bestpranks",29,"{'label': 'positive', 'score': 0.5964168906211853}",0,0
648,15600,1099,False,44,23400,2021-03-27T22:17:54.000Z,2500000,8300000,13700,HAHAHA IT WORKED #passingthephonechallenge #weirdnoises #putyourfingerdown #prankster,34,"{'label': 'positive', 'score': 0.8328514695167542}",2,0
649,1400000,435,True,1036,23200,2022-04-12T21:04:22.000Z,2500000,15100000,16500,DROP PRANKS I SHOULD PULL NEXT!!!!! #kellysalpeter #funny #comedy #relatable #pranks #prankster #prankwars #fyp #famous #viral,81,"{'label': 'positive', 'score': 0.5719971060752869}",1,0
650,786700,5,False,190,31300,2021-01-31T01:15:12.000Z,2500000,24400000,115700,you guys like it?? #fun #gasstation #nepali #fyp #prankster,19,"{'label': 'positive', 'score': 0.8206503391265869}",0,0
651,3900000,970,False,22,5985,2020-08-15T15:42:07.000Z,2300000,27100000,16100,She thought it Tore  #PerfectAsIAm #comedy #prank #fyp #viral #trend #water #flipflops #banana #snack #tape #prankster #pool,58,"{'label': 'neutral', 'score': 0.6390432119369507}",0,0
652,1500000,301,False,358,12300,2022-07-15T10:35:19.000Z,2100000,24600000,14000,5 menit sebelum dikunciin di luar pager.. #prank #pranks #prankster #oneprankaday #serunyaditiktok,19,"{'label': 'neutral', 'score': 0.8182570338249207}",0,0
653,1000000,264,False,632,9212,2020-06-16T19:11:09.000Z,2100000,33900000,23200,#pranks #prank #prankwars #prankster #funny #funnyvideos #funnydog #comedy #comedyvideo #comedyindia #youtube #youtuber #youtubers #couplegoals #fypシ,11,"{'label': 'neutral', 'score': 0.4844931960105896}",0,0
654,128100,254,False,223,10300,2022-01-22T11:23:53.000Z,2000000,7200000,27300,This is too jokes #dad #daughter #pranks #prank #prankster #mouse #rat #funny #funnyvideos #funnymoments #hilarious,25,"{'label': 'positive', 'score': 0.5838514566421509}",2,0
655,111200,7066,False,1211,5020,2022-06-27T01:32:44.000Z,2000000,31000000,33400,#wrongone  #wrong  #scared #omg #teddybear #wtf #scaredycat #shefunny  #fyp #hilarious #sofinny #prank  #prankster #what #run #prankwars #prankchallenge #pranksvideos,8,"{'label': 'negative', 'score': 0.7125512361526489}",1,0
656,27100,121,False,1369,7477,2022-02-11T01:27:15.000Z,1900000,11300000,13400,@camschaos01 is so good at pranks he even fooled himself #WeAllPlayforCanada #prankster #dingdongditch #prank #punkd #trending,8,"{'label': 'neutral', 'score': 0.399871289730072}",0,0
657,997300,72,False,295,5542,2021-08-06T22:47:10.000Z,1800000,29900000,2498,when it popped! #pranks #prankster  #tiktokpranks #gother #humor #pt1 #JetPuffedSmourth,60,"{'label': 'neutral', 'score': 0.6342375874519348}",1,0
658,677800,203,False,176,876,2022-02-10T16:02:30.000Z,1800000,4200000,2273,great way to make someone lose their mind   #prank #pranks #prankster,28,"{'label': 'negative', 'score': 0.3443392813205719}",0,1
659,84000,21,False,162,26300,2021-02-17T18:44:54.000Z,1600000,24600000,12500,#fyp #fy #fu #foru #forupage #foryoupage #foryoupageofficiall #4u #4upage #4you #4youpage #funny #funnyvideos #prankster #tiktoker #foryou #fypシ,10,"{'label': 'neutral', 'score': 0.6970877051353455}",0,0
660,1500000,447,False,325,250800,2022-04-19T18:36:33.000Z,20100000,162200000,922600,I can hear that sound from a mile away!! #keiththecatcow #catsoftiktok #chonky #cowcat #comedy #funnyvideos #funnypets #pets,12,"{'label': 'positive', 'score': 0.6896190047264099}",0,0
661,4100000,154,False,315,35800,2022-05-09T12:52:32.000Z,14500000,144400000,192200,#weee # #pets #cat #pet #animals #animal #catlover #fun #dog #funnyy #dogs #cats #funnyvideos #funny #wee,42,"{'label': 'positive', 'score': 0.7732738852500916}",2,0
662,696800,42,False,90,55300,2022-04-07T14:05:06.000Z,13900000,106100000,323000,The end #funny #funnyvideos #animals #haha #meme #dog #cat #fypage #viral #pets,25,"{'label': 'positive', 'score': 0.848612368106842}",0,0
663,530600,626,False,36,123000,2020-03-16T01:51:11.000Z,13800000,79600000,1500000,When your cat knocks over his food one too many times. #catsoftiktok #funnyvideos #funnycatsoftiktok #catlove #catvideo #catcomedy #funnycat #catlife,21,"{'label': 'neutral', 'score': 0.49268150329589844}",1,0
664,1900000,212,False,410,77800,2021-03-28T12:53:17.000Z,12300000,87900000,312600,"Mom, are you kidding me ? #gangrottie #rottweiler #trend #dogchallenge #fy #fyp #foryou #crazypeople #mommy #viral #rottiemom #cutedog #funnyvideos",12,"{'label': 'neutral', 'score': 0.5247618556022644}",1,0
665,394500,21,False,161,85500,2022-02-10T02:52:19.000Z,11400000,60300000,463200,Can’t sleep  #funny #funnyvideos #cateyes #catsoftiktok #cattok #cattokers #comedy #cat #foryoupage #fyp #frypgシ #pet #cantsleep#kitten #zoomies,10,"{'label': 'positive', 'score': 0.5315119624137878}",0,0
666,1300000,30,False,76,52200,2021-11-23T20:09:01.000Z,10800000,57800000,333100,Looking to hire this man as my personal motivator  #boscoandhisbigstick #dogvideos #funnyvideos,17,"{'label': 'positive', 'score': 0.8513521552085876}",0,0
667,8400000,13,False,132,52700,2022-06-02T13:39:02.000Z,10700000,93200000,455500,The end #funny #funnyvideos #pets #dog #pet #animal #cats #animals #dogs #catsoftiktok #cat #,41,"{'label': 'neutral', 'score': 0.4860132932662964}",0,0
668,1000000,39,False,488,101400,2022-02-14T05:01:32.000Z,9500000,47600000,342600,#pet #funnyvideos #animals #cute,162,"{'label': 'positive', 'score': 0.8830746412277222}",0,0
669,2900000,23,False,142,28800,2022-01-08T12:31:49.000Z,9400000,72600000,138000,#laugh #cats #cat #fun # #animals #funny #wee #animal #funnyvideos #funnyvideo,20,"{'label': 'positive', 'score': 0.8371440768241882}",1,0
670,2900000,23,False,142,40200,2022-06-14T13:20:33.000Z,9400000,62200000,120800,#laugh #funny #cat #funnyvideo #funnyvideos #wee #cats #pet #fun #animals #pets #dog #animal #,45,"{'label': 'positive', 'score': 0.7772586941719055}",1,0
671,1100000,9,False,212,53800,2021-04-18T11:49:47.000Z,9000000,93200000,279900,Wow  #football #футбол #funnyvideos #footballadvanced,11,"{'label': 'positive', 'score': 0.9660480618476868}",0,0
672,492700,32,False,71,81300,2021-02-13T13:51:28.000Z,9000000,46500000,181800,#huggingcat #hugs #funnyvideos #goodmorningcat #petslover #pets #рек #cat #cats #funnycat #hekatacat #goodmorning,10,"{'label': 'positive', 'score': 0.9093667268753052}",0,0
673,4900000,14,False,699,20500,2021-11-13T19:32:48.000Z,8800000,49600000,29900,"Yes, microwaved is acceptable. #comedy #funny #funnyvideos #fyp #foryou #viral #wow #lol",73,"{'label': 'positive', 'score': 0.8133032321929932}",0,0
674,2400000,440,False,10200,56200,2022-02-14T20:56:50.000Z,8700000,51300000,263600,Nobody got hurt everything is Protected  no Danger no Violation everything is Staged and Fake #meme #foryou #funnyvideos  #joke,12,"{'label': 'neutral', 'score': 0.4816189706325531}",0,0
675,3000000,3,False,316,20100,2021-11-30T23:17:40.000Z,8700000,68700000,97100,I #GOTEM #haha # # # #loveit #fun #funny #silly #comedy #joshnasar #nasar #bekind #funnyvideos #funnyvideo #fyp #viral #viralvideo #,12,"{'label': 'positive', 'score': 0.9797092080116272}",0,0
676,174700,2,False,11,95200,2022-02-24T07:04:24.000Z,8500000,46800000,311300,#funny #funnyvideos #funnyvideo #funnyy #funnymoments #int #interesting # #,32,"{'label': 'positive', 'score': 0.9272586107254028}",0,0
677,910500,1069,False,371,74900,2020-11-18T07:13:47.000Z,8400000,110900000,447600,#fall #ohno #grandma #viral #funnyvideos #foryou  (no one was hurt),13,"{'label': 'positive', 'score': 0.6827030181884766}",0,0
678,1100000,3674,False,537,175600,2021-07-05T08:35:57.000Z,8400000,72400000,279800,quality low  hagang saan aabut ang 20 pesos mo #batotevlog #funnyvideos #nwetrending #sucopost #trendingvideo #kmjs15,16,"{'label': 'neutral', 'score': 0.5701450705528259}",1,0
679,967900,68,False,322,77800,2021-11-18T15:09:18.000Z,8300000,82600000,183900,#pet #meow #supercat18 #foryou #cute #baby #funnyvideos #adorable #fyp #catfeeding,15,"{'label': 'positive', 'score': 0.9292581081390381}",0,0
680,710500,484,False,244,88000,2022-02-05T04:53:12.000Z,7700000,46000000,51400,Ing ani jd mi Mag Bonding sakong pag Umangkon...bahala pag mukanta kag metal..matug jd na sya #justforfun,40,"{'label': 'neutral', 'score': 0.8639369010925293}",1,0
681,198500,8629,False,626,8819,2022-04-01T14:56:09.000Z,6300000,51400000,5930,Happy April Fools Day! #aprilfools #day #pranks #prankster #funday #justforfun #justkidding #funnyvideo #comedy #nativefamilies #nativehumor #smile #laugh #fyp #fypシ #fypdongggggggg #GameTok #AFairShotWithBlock #specialtalent #busted have a great day!,47,"{'label': 'positive', 'score': 0.9681159853935242}",3,0
682,8900000,296,True,852,54900,2020-09-15T00:54:40.000Z,5100000,43200000,418600,I love this woman so much lol #justforfun #couplegoals #coupleschallenge #4u #momsoftiktok #wifeprank,54,"{'label': 'positive', 'score': 0.9834907054901123}",1,0
683,1200000,460,False,819,55,2021-04-11T03:00:08.000Z,3900000,73300000,368200,#stitch with @arose.77 #justforfun #l#tiktokismylife,15,"{'label': 'neutral', 'score': 0.6949885487556458}",1,0
684,481000,6,False,324,13500,2022-03-14T00:03:34.000Z,3700000,37200000,6302,##fypシ #mukbangasmr #justforfun #mukbangeatingshow,206,"{'label': 'neutral', 'score': 0.8019627928733826}",1,0
685,581200,0,False,142,8103,2022-05-13T12:16:14.000Z,3700000,41400000,25600,#funnyvideos #justforfun,44,"{'label': 'positive', 'score': 0.6994486451148987}",1,0
686,113600,216,False,10,715500,2020-12-22T15:03:25.000Z,3500000,22200000,433900,Ask ur friends how they see you... #foryou #foryoupage #fyp #justforfun #friends,9,"{'label': 'neutral', 'score': 0.6971729397773743}",1,1
687,1300000,113,False,3837,14400,2020-05-10T13:27:23.000Z,3400000,25800000,163000,बस करो अब रुलाओगे क्या #duet with @suhailsaifi18 #gunjananaya2017 #justforfun #sofunny #@tiktok_india #funny #comedy,42,"{'label': 'neutral', 'score': 0.6606923937797546}",1,0
688,73700,15,False,14,15300,2022-05-08T06:36:41.000Z,3300000,42500000,33400,rame lanjut part 2 ygy #fyp #fypシ #fypage #konten #prank #prankcall #justforfun,43,"{'label': 'neutral', 'score': 0.8285273313522339}",1,0
689,75000,952,False,50,37500,2020-11-03T05:34:07.000Z,3300000,23200000,250700,#stitch with @uespiiiii.1115 #justforfun #fyp,9,"{'label': 'neutral', 'score': 0.7187502384185791}",1,0
690,830600,3,False,356,4539,2020-06-11T19:00:47.000Z,3300000,74700000,88300,Banana  #tiktokindia #foryourpage #tiktokpakistan #foryoupage #foryou #fyp #funny #comedy #champibeats  #xyzbca #justforfun #reallifeathome,13,"{'label': 'neutral', 'score': 0.5102614164352417}",2,0
691,581200,0,False,142,13200,2022-06-05T00:35:10.000Z,3000000,35300000,46600,#funnyvideos #foryoupage #catlover #justforfun,40,"{'label': 'neutral', 'score': 0.4993048906326294}",1,0
692,200900,1459,False,799,8261,2021-12-17T15:51:02.000Z,2800000,17300000,10300,She was such an ICON in the 70s #selenagomez #70s #retro #justforfun #celebrity #icon,14,"{'label': 'positive', 'score': 0.9505354166030884}",1,0
693,449700,51,False,563,2910,2019-10-20T16:29:14.000Z,2700000,42700000,109900,Daku Mangal Singh . #comedy #tiktok #comedyindia #tiktokindia #justforfun,12,"{'label': 'neutral', 'score': 0.6300367712974548}",1,0
694,266800,69,False,358,13000,2020-11-21T14:57:21.000Z,2700000,15800000,36500,#yamaha #r6 #city #bike #bikelover #justforfun,19,"{'label': 'neutral', 'score': 0.5617941617965698}",1,0
695,278000,1,False,281,45400,2021-08-02T12:31:00.000Z,2700000,16900000,82300,#DeezerPlaylistChallenge #justforfun #Startyourimpossible #comedy #ONEFLAG #funkeycheesevideo #funnyvideo #kissthehomies #pineapple,150,"{'label': 'positive', 'score': 0.7916118502616882}",2,0
696,1800000,10,False,525,27800,2019-11-15T11:26:58.000Z,2700000,18100000,43700,ufff  serious case  #backbenchersonflipkart #bigbillionstar #1millonaudition #FindYourSexy #tikrokindia #justforfun #enjoy,15,"{'label': 'neutral', 'score': 0.575005829334259}",3,0
697,3900000,1000,False,1501,12200,2020-05-07T20:36:49.000Z,2600000,24300000,70500,Dude noooo...you gotta go like...ayeeeee #eh #dude #facepaint #art #shrekanddonkey  #shrek #bestfriends #smile #justforfun #foryou #xyzbca,15,"{'label': 'neutral', 'score': 0.48415711522102356}",1,0
698,349600,713,False,435,60300,2021-03-11T14:01:30.000Z,2600000,16000000,45700,Which one do you think is my fav color?  #colorful #personalitytest #justforfun #letmeroastyou #accurate #greenscreen,55,"{'label': 'positive', 'score': 0.5189197659492493}",1,0
699,52300,440,False,116,10400,2021-05-14T20:57:51.000Z,2600000,8800000,21000,his instagram: elias_clsthncs | he a lil bit ✨special✨  #justforfun #humor #friends #foryoupage #fyp #viral #fürdich #lilbro,22,"{'label': 'positive', 'score': 0.5830146074295044}",1,0
700,203700,166,False,117,9616,2022-05-20T04:09:52.000Z,2200000,16900000,46900,my girlfriend can’t be the only one #TopGunMode #fyp #ingrownhair #foryou #girlfriend #relationship,31,"{'label': 'neutral', 'score': 0.5215628743171692}",0,0
701,1200000,122,True,364,74,2022-06-16T19:55:23.000Z,20800,163700,1172,“Committed sex is premeditated sex. It's willful. It's intentional. It's focus and presence.” -@estherperel_official #longtermrelationship #estherperel #coupletok #relationship,96,"{'label': 'neutral', 'score': 0.8438156843185425}",1,0
702,2600000,4,False,580,11700,2022-06-08T19:51:37.000Z,2800000,12500000,34100,Not the tiny violin  #prank #couples #fyp #relationship #reaction,36,"{'label': 'neutral', 'score': 0.5844523906707764}",0,0
703,149600,98,False,189,12500,2022-06-09T01:41:56.000Z,2400000,11500000,55200,#foryou #MadewithKAContest #foryoupagw #relationship,15,"{'label': 'neutral', 'score': 0.8536607027053833}",0,0
704,2900000,670,False,376,2297,2022-06-04T16:16:44.000Z,1500000,10300000,22700,WAIT FOR THE END  @regalnoise #couple #relationship #marriage #prank #joke #pregnancy #pregnant #couplegoals #couplecomedy #couplestiktok #relationshipgoals #trending #viral #fyp #funny #humor #comedy,20,"{'label': 'neutral', 'score': 0.6075323820114136}",0,0
705,1300000,267,True,400,4758,2022-05-20T17:52:39.000Z,1200000,7700000,4231,This might seem basic so I hope it’s helpful!!  #hug #hugs #kiss #advice #advicetiktok #adviceforgirls #expert #psychology #psychologytips #datingadvice #datingadviceforwomen #datingadviceforgirls #datingexpert #relationship #relationshipgoals #crush #boyfriend #howtokiss #kissing #hugging #makehimloveme #psychologyfacts #psych #psychologytricks,75,"{'label': 'positive', 'score': 0.8918155431747437}",1,0
706,1100000,467,False,1021,11000,2022-06-02T18:16:33.000Z,1300000,5800000,25500,What do you think of these gifts? #birthdaygift #birthdaygirl #relationship #couples #joehisaishi #stufioghibli #aritzia #oakandfort #girlfriend #boyfriend #relationships #relationshipgoals #engineering #couple #stepsis,44,"{'label': 'neutral', 'score': 0.6566805243492126}",0,0
707,2600000,259,True,856,1659,2022-06-10T23:05:56.000Z,725900,5200000,9344,Let me know if you guys want me to start making these videos again! I get messages all the time! ❤️ #lovebox #relationship #relationshipgoals #foryou,22,"{'label': 'positive', 'score': 0.9185972213745117}",0,0
708,81200,24,False,54,9471,2022-05-27T21:31:02.000Z,1700000,8300000,70600,It be dat way #men #women #gender #relationship #sicknessandinhealth #medical #trauma,28,"{'label': 'negative', 'score': 0.6895309686660767}",0,0
709,2900000,670,False,376,2317,2022-05-27T13:23:36.000Z,882600,8400000,5882,We take movie day seriously  @regalnoise #couple #love #pregnancy #relationship #marriage #trending #viral #fyp #hannahandregal #couplestiktok #couplegoals #funny #comedy #humor #joke #relationshipgoals #pregnant #couplecomedy,16,"{'label': 'positive', 'score': 0.8095818758010864}",1,0
710,5400000,173,False,1877,135400,2021-03-28T14:12:22.000Z,11000000,50100000,377800,At no point in time should your significant other put their hands on you point blank period. #fyp #fypシ #foryou #foryoupage #relationship #dating ￼￼,58,"{'label': 'neutral', 'score': 0.5697299242019653}",1,1
711,16700000,15,True,637,35800,2021-05-26T01:51:22.000Z,10900000,78300000,138600,MY DAUGHTER GOT MY BACK ❤️ #FatherDaughter #Relationship KitchenHacks #BlackLivesMatter,41,"{'label': 'positive', 'score': 0.9610707759857178}",0,0
712,16700000,15,True,637,43700,2021-04-18T01:45:50.000Z,10600000,65300000,231600,WHAT IT TAKES TO HAVE A BOYS NIGHT OUT  #FatherDaughter #Relationship #WidenTheScreen #VinylClub,27,"{'label': 'neutral', 'score': 0.6480622887611389}",0,0
713,11400000,8695,True,1557,40800,2021-02-07T20:55:36.000Z,9800000,43200000,59300,Oh get ready for this.... #relationship #girlfriend,42,"{'label': 'neutral', 'score': 0.49080634117126465}",0,0
714,1300000,93,False,66,60200,2022-07-11T22:56:07.000Z,9200000,50000000,98600,i did NOT expect that #couple #boyfriend #relationship #girlfriend #funny #prank #sweet #saltspoon #salt #saltprank,96,"{'label': 'negative', 'score': 0.496768057346344}",1,0
715,251900,155,False,94,75900,2020-12-25T10:04:12.000Z,8300000,29700000,208800,We do anything for our friends #FelizNavidad #TimeWarpJump #relationship #friendship #friends #foryoupage #fyp #fypシ #dating #forthegirls #storytime,57,"{'label': 'positive', 'score': 0.8712772130966187}",1,0
716,15200000,1,True,899,53500,2020-07-31T20:43:40.000Z,7800000,64100000,198500,Omg he smashed him #couple #love #haha #omg #fyp #love #relationship,13,"{'label': 'positive', 'score': 0.9677378535270691}",0,0
717,5100000,289,True,569,42700,2020-09-26T02:16:36.000Z,6800000,35100000,142300,New trend!! Have a YES DAY #fyp #trend #viral #couple #relationship #love #husbandwife #yes,51,"{'label': 'positive', 'score': 0.9749153256416321}",1,0
718,3500000,235,False,331,22600,2020-11-24T22:48:22.000Z,6800000,53800000,122600,They SHOULD NOT have seen that!! #texting #relationship #drama #cheater #friends #dating,58,"{'label': 'negative', 'score': 0.8816978931427002}",0,0
719,15200000,1,True,899,50600,2020-05-13T20:23:12.000Z,6400000,65300000,397100,What did my boyfriend think I was going to do? #boyfriend #couple #goals #relationship #fyp #foryou #trend,16,"{'label': 'neutral', 'score': 0.8062640428543091}",0,0
720,73900,379,False,47,53700,2022-06-06T04:27:50.000Z,1800000,9500000,34000,It’s been 5 years… #catsoftiktok #catlover #catlove #fyp #fypage #sadstory #adieu #animalcrossingnewhorizons #catfuneral #realfriendship #goodbyes,126,"{'label': 'negative', 'score': 0.5531814694404602}",0,0
721,78400,224,False,906,2499,2020-03-04T09:01:18.000Z,751900,3400000,7739,Sealion being released will not go without his friend ♥️ #bestfriends #realfriendship #animallove #animallover #cuteanimals #sealion #release,33,"{'label': 'positive', 'score': 0.9446722269058228}",0,0
722,490,83,False,14,11900,2021-06-05T00:27:53.000Z,354400,2400000,30100,i love being a constant reminder of how babies are made #greenscreen #fyp #realfriendship,8,"{'label': 'positive', 'score': 0.9667943716049194}",0,0
723,13500,7473,False,753,15600,2021-05-30T09:32:53.000Z,292400,1300000,17900,It’s true #fyp #friendship #decide #realfriendship #foryou #wellthatsit,8,"{'label': 'positive', 'score': 0.4907379746437073}",1,0
724,31000,20,False,459,247,2020-12-06T10:11:52.000Z,224900,1900000,612,#friendshipgoals #friendshipday #friendshiplove #truefriendship #realfriendship #internetfriendship #friendshiptest,28,"{'label': 'positive', 'score': 0.857593834400177}",0,0
725,209900,19,False,390,11800,2021-08-10T13:38:28.000Z,191700,1100000,8742,So true…#friendship #SHEINcares #GarnierUNFILTERED #VirginMediaSpeedMC #randxmthingzzz #realfriendship,14,"{'label': 'positive', 'score': 0.9073969721794128}",0,0
726,4454,88,False,78,1923,2021-07-22T10:52:20.000Z,188700,1200000,7525,#friendshipgoals#friendshipday#expl #truefriendship#realfriendship#internetfriendship#friendshiptest#tiktok#love#like#follow#expl,60,"{'label': 'positive', 'score': 0.9198554754257202}",0,0
727,51500,543,False,141,79,2020-05-01T07:29:55.000Z,142900,2400000,462,Tag Your BestFriend❤#foryou #realfriendship #foryoupage #tiktokindialove #hindisong @sujay0_420,13,"{'label': 'positive', 'score': 0.8716261982917786}",1,0
728,7525,244,False,11,2674,2021-05-08T15:28:22.000Z,127800,1400000,534,You should break your leg too!  #broken #legit #realfriendship #hellokitty #fyp #foryou #funny #pourtoi #follow #tiktoker #foryourpage #happy,12,"{'label': 'positive', 'score': 0.6863553524017334}",3,0
729,22700,144,False,396,166,2020-03-12T07:44:47.000Z,125300,1400000,15900,#doubleexposure #satus##foryoupage #fyp#foryou #miyabhai #attidude #realfriendship,10,"{'label': 'neutral', 'score': 0.8367302417755127}",1,0
730,211700,294,False,263,2112,2022-05-13T14:26:01.000Z,124800,745300,2632,#stitch with @val_jovel am I lying tho? #lifehackvideo #reallife #realfriends #realfriendship #realfriendsonly #relationshipmatters #selflove #LENOVOJUSTBEYOU #10MillionAdoptions #blacktiktok,26,"{'label': 'neutral', 'score': 0.7731507420539856}",0,0
731,22700,144,False,396,73,2020-03-21T18:11:01.000Z,120900,1500000,13400,#doubleexposure #realme6Smartphone #foryoupage #fyp #foryou #tiktoktrending #realfriendship #handwashchallenge #miyabhai,10,"{'label': 'neutral', 'score': 0.7268123030662537}",0,0
732,731,100,False,10,5528,2021-05-31T15:57:13.000Z,119100,471000,9339,• • • • •#friendship #xyzbca #fyp #fypシ #fy #gay #lgbtq #realfriendship #besties #friends #bestfriendship,9,"{'label': 'neutral', 'score': 0.754237174987793}",0,0
733,2171,111,False,95,5153,2021-05-29T20:44:42.000Z,99100,418200,4569,#fyp #foryou #realfriendship #trend  #bi #lesbian #greenscreen #NeverJustAGame #scottish #maxplumpjump,8,"{'label': 'neutral', 'score': 0.7680131196975708}",1,0
734,668,2,False,15,9654,2022-01-25T03:48:39.000Z,88500,622800,4192,#realfriendship #bsf #besties #frienship #CloseYourRings #fyp #blowthisup,6,"{'label': 'neutral', 'score': 0.6260644197463989}",1,0
